term,borrowrate,listingcategory,isborrowerhomeowner,incomeverifiable,recommendation
36,0.1749,0,True,True,2
36,0.285,1,False,True,0
36,0.2049,7,True,True,0
36,0.182,1,False,True,0
36,0.0749,14,False,True,0
12,0.2343,19,True,True,0
36,0.1784,0,False,True,1
36,0.1189,1,True,True,0
36,0.17,1,True,True,0
36,0.3177,3,True,False,0
36,0.2499,1,True,True,0
60,0.1519,1,True,True,0
36,0.208,1,False,True,0
60,0.1435,1,False,True,0
36,0.16,0,True,True,0
36,0.1685,1,True,True,0
36,0.3125,3,True,False,0
36,0.1249,1,False,True,0
36,0.25,0,False,True,0
36,0.1449,1,True,True,0
36,0.081,1,True,True,0
60,0.162,1,True,True,0
36,0.0825,0,True,True,0
36,0.127,3,False,True,0
36,0.211,7,True,True,0
36,0.35,1,False,True,0
60,0.1551,20,False,True,0
36,0.1465,7,False,True,0
36,0.16,1,True,True,0
36,0.139,1,True,True,0
36,0.11,1,True,True,0
60,0.1699,1,True,True,0
36,0.0955,1,True,True,0
36,0.1778,4,True,True,0
60,0.1674,1,True,True,0
36,0.1089,1,False,True,0
36,0.257,0,False,True,0
36,0.0789,11,False,True,0
36,0.0974,2,False,False,0
36,0.125,3,True,True,0
36,0.1355,1,False,True,0
36,0.194,1,False,True,0
36,0.1397,1,True,True,0
36,0.1153,1,True,True,0
12,0.1493,1,True,True,0
36,0.2511,7,False,True,0
60,0.3049,1,False,True,0
36,0.143,1,False,True,0
36,0.0649,3,True,True,0
36,0.1734,1,True,True,0
60,0.155,1,False,True,0
36,0.08,1,True,True,0
36,0.103,3,True,True,0
36,0.2346,7,True,True,0
36,0.3177,13,False,True,0
12,0.0565,7,True,True,0
36,0.099,1,False,True,0
36,0.2399,1,True,True,0
36,0.1029,1,False,True,0
36,0.155,7,True,True,0
36,0.2019,15,False,True,0
36,0.2552,8,False,True,0
36,0.12,1,True,True,0
36,0.0699,1,True,True,0
36,0.138,1,False,True,0
60,0.184,2,True,True,0
36,0.197,1,True,True,0
36,0.2574,6,False,False,0
36,0.197,1,True,True,0
36,0.3177,3,True,True,0
60,0.1699,1,False,True,0
36,0.1877,0,False,True,0
36,0.2712,2,False,True,0
36,0.0873,0,True,True,1
36,0.2099,1,True,True,0
36,0.1449,2,False,True,0
36,0.2694,15,False,False,0
36,0.2699,7,False,True,0
36,0.2099,1,True,False,0
60,0.1914,2,True,True,0
36,0.1949,1,True,True,0
36,0.2639,16,True,True,0
60,0.184,1,False,True,0
36,0.184,1,False,True,0
36,0.2419,13,True,True,0
36,0.125,0,False,True,0
36,0.1099,1,False,True,0
60,0.2151,1,True,True,0
36,0.18,0,True,True,0
36,0.294,1,True,True,0
36,0.1774,2,True,True,0
36,0.1679,1,False,False,0
36,0.22,0,False,True,0
36,0.0725,0,True,True,0
36,0.3177,16,False,True,0
36,0.1189,1,True,True,0
36,0.1855,1,False,True,0
60,0.1695,1,True,True,0
60,0.1795,1,False,True,0
36,0.35,7,False,True,0
36,0.1359,1,False,True,0
36,0.2786,1,False,True,0
36,0.1159,1,True,True,0
36,0.184,1,False,True,0
36,0.209,0,False,True,0
36,0.072,4,False,True,0
36,0.2774,1,False,True,0
36,0.3177,3,False,True,0
36,0.175,0,False,True,0
36,0.2272,1,False,True,0
60,0.197,1,False,True,0
36,0.29,0,False,True,0
36,0.2999,1,True,True,0
36,0.07,0,True,True,0
60,0.2916,18,True,True,0
36,0.2511,7,True,True,0
36,0.2839,1,False,False,0
36,0.29,0,False,True,0
36,0.1449,13,False,True,0
36,0.1159,14,True,True,0
36,0.1299,1,True,True,0
36,0.0974,16,True,True,0
36,0.35,7,False,True,0
36,0.2561,1,True,True,0
60,0.189,1,False,True,0
36,0.3,7,False,True,0
36,0.2999,7,False,True,0
36,0.155,4,True,True,0
36,0.1449,1,True,True,0
36,0.08,4,True,True,0
36,0.093,1,True,False,0
36,0.3177,2,True,True,0
36,0.1655,1,False,False,0
60,0.198,1,True,True,0
60,0.2415,1,True,True,0
60,0.1649,1,True,True,0
36,0.1314,1,True,True,0
36,0.1734,1,False,True,0
36,0.3177,1,True,True,0
60,0.2899,1,True,True,0
36,0.1768,9,True,True,0
36,0.1824,1,False,False,0
36,0.1075,1,True,True,0
60,0.198,2,False,True,0
36,0.1139,7,False,True,0
36,0.1824,3,True,True,0
60,0.208,1,False,True,0
36,0.249,0,False,True,0
36,0.1245,1,True,True,0
36,0.2699,2,False,True,0
60,0.1899,1,True,True,0
36,0.3177,1,True,False,0
36,0.1905,13,False,True,0
36,0.11,6,True,True,0
36,0.29,0,False,True,0
60,0.2899,6,False,True,0
36,0.29,0,False,True,0
36,0.35,1,True,True,0
36,0.1559,2,False,True,0
36,0.1466,4,False,True,2
36,0.17,1,False,True,0
36,0.3134,1,True,True,0
36,0.3099,1,True,True,0
60,0.1419,1,True,True,0
36,0.114,7,False,True,0
60,0.2694,3,True,True,0
36,0.0825,3,True,True,0
36,0.3177,1,False,True,0
36,0.18,7,False,True,0
36,0.1115,2,True,True,0
36,0.1734,1,True,True,0
36,0.1153,1,False,True,0
36,0.1768,3,False,True,0
36,0.3177,2,True,True,0
36,0.1995,0,True,True,0
36,0.2492,1,False,True,0
60,0.1239,1,True,True,0
36,0.3177,1,True,True,0
36,0.0899,11,True,True,0
36,0.2599,1,True,True,0
36,0.2635,7,False,True,0
36,0.3177,7,True,False,0
36,0.21,0,False,True,0
36,0.105,4,True,True,0
60,0.1769,1,True,True,0
36,0.0629,1,True,True,0
36,0.3177,1,False,True,0
36,0.2049,1,True,True,0
60,0.162,1,True,True,0
36,0.1776,0,False,True,1
60,0.3096,1,True,True,0
60,0.21,1,True,True,0
36,0.2786,1,True,True,0
36,0.2599,7,False,True,0
36,0.197,19,False,True,0
60,0.1519,1,True,True,0
60,0.2506,1,False,True,0
36,0.1128,1,True,True,0
36,0.115,0,True,True,0
36,0.1599,1,True,True,0
36,0.3177,1,True,True,0
60,0.1399,1,True,True,0
60,0.1914,1,True,True,0
36,0.2124,1,False,True,0
36,0.1449,7,False,False,0
36,0.1864,1,True,True,0
60,0.2443,3,False,True,0
36,0.15,0,False,True,0
36,0.0769,1,True,True,0
36,0.2199,1,True,True,0
36,0.155,4,False,True,0
60,0.1099,3,True,True,0
36,0.3199,1,False,True,0
36,0.1902,1,False,True,0
36,0.343,3,True,True,0
36,0.201,2,False,True,0
36,0.3134,2,False,True,0
60,0.1385,1,False,True,0
36,0.0819,1,False,True,0
36,0.0819,1,False,True,0
36,0.09,1,True,True,0
36,0.2235,1,False,True,0
36,0.118,0,False,True,0
36,0.2085,1,True,True,0
36,0.2346,1,False,True,0
36,0.177,0,False,True,0
36,0.1015,0,False,True,0
12,0.0735,13,False,True,0
60,0.1385,1,False,True,0
60,0.14,7,True,True,0
60,0.1585,1,True,True,0
36,0.075,0,True,True,0
36,0.2537,6,False,True,0
36,0.0974,7,False,False,0
36,0.2699,2,True,True,0
60,0.2179,1,False,True,0
36,0.17,1,True,True,0
36,0.3177,13,False,True,0
36,0.1735,0,False,True,0
36,0.3177,1,False,True,0
60,0.1915,1,True,True,0
12,0.082,2,True,True,0
60,0.1346,3,True,True,0
36,0.1799,0,False,True,0
60,0.1474,3,True,True,0
36,0.269,7,False,True,0
36,0.35,7,True,True,0
36,0.27,0,False,True,0
36,0.35,7,False,True,0
12,0.0947,1,False,True,0
36,0.1599,1,True,True,0
60,0.1899,1,True,True,0
60,0.1585,1,True,True,0
36,0.173,1,True,True,0
36,0.1621,1,False,True,0
36,0.2909,1,False,True,0
36,0.2049,2,False,True,0
60,0.11,2,True,True,0
60,0.1551,11,False,True,0
36,0.2599,1,False,False,0
36,0.164,0,False,True,0
36,0.2699,1,True,True,0
36,0.1385,1,True,True,0
36,0.1449,1,False,True,0
60,0.1485,1,True,True,0
36,0.35,7,False,False,0
60,0.1485,1,True,True,0
36,0.2924,1,False,True,0
36,0.1399,1,True,True,0
60,0.1579,1,True,True,0
36,0.12,0,True,True,0
36,0.29,0,False,True,0
36,0.1599,13,True,False,0
60,0.1385,7,True,True,0
36,0.2399,2,False,True,0
36,0.2248,0,False,True,0
36,0.2712,2,True,True,0
60,0.1769,1,True,True,0
36,0.1949,1,True,True,0
36,0.3134,1,False,True,0
36,0.0716,1,True,True,0
36,0.134,7,True,True,0
36,0.1999,1,False,True,0
36,0.2749,2,True,True,0
36,0.1089,1,True,True,0
36,0.3199,1,False,True,0
36,0.1159,1,True,True,0
36,0.2675,0,False,True,0
36,0.099,1,True,True,0
36,0.35,1,False,True,0
36,0.2085,20,True,True,0
36,0.35,5,False,True,0
60,0.1385,3,True,True,0
36,0.2699,1,True,True,0
36,0.1664,7,False,True,0
36,0.1794,0,True,True,0
36,0.1765,1,True,True,0
60,0.1519,1,True,True,0
60,0.2759,7,False,True,0
36,0.2487,2,False,True,0
60,0.2085,2,True,True,0
36,0.2599,1,False,True,0
60,0.183,7,True,True,0
60,0.1419,1,False,True,0
36,0.092,1,False,True,0
36,0.2045,19,False,True,0
36,0.2899,3,False,True,0
60,0.1585,1,True,True,0
60,0.2085,1,False,True,0
36,0.228,0,False,True,1
36,0.1979,1,True,True,0
36,0.115,0,False,True,0
36,0.1249,1,False,True,0
36,0.065,7,True,True,0
36,0.2085,1,False,True,0
36,0.1855,1,True,True,0
60,0.1551,2,True,True,0
36,0.071,5,False,True,0
60,0.1465,1,False,True,0
60,0.3049,1,True,True,0
36,0.1545,3,False,True,0
60,0.2736,15,True,True,0
60,0.144,1,True,True,0
36,0.1656,3,False,True,0
36,0.0809,1,False,True,0
60,0.1875,1,True,True,0
36,0.1034,1,True,True,0
36,0.1285,7,True,True,0
60,0.1474,1,True,True,0
36,0.2275,7,False,True,0
36,0.1153,1,False,True,0
60,0.0949,1,True,True,0
36,0.1679,1,False,True,0
36,0.3177,2,True,True,0
60,0.2039,1,True,True,0
60,0.1485,1,False,True,0
36,0.099,0,True,True,1
36,0.3134,1,False,True,0
36,0.1734,1,True,True,0
36,0.093,1,True,True,0
60,0.2015,1,False,True,0
36,0.235,0,False,True,0
60,0.0999,1,True,True,0
36,0.209,3,True,True,0
36,0.2399,1,True,True,0
60,0.1334,1,True,True,0
36,0.28,4,False,True,0
36,0.3199,3,True,True,0
36,0.19,4,False,True,0
36,0.255,0,False,True,0
36,0.3059,14,False,True,0
36,0.1085,3,True,False,1
36,0.35,6,True,True,0
36,0.1029,3,True,True,0
36,0.1774,7,True,True,0
36,0.1151,1,True,True,0
60,0.3304,1,True,True,0
60,0.2284,9,True,True,0
36,0.1515,0,True,True,0
60,0.1385,1,False,True,0
60,0.1649,1,False,True,0
60,0.2624,7,True,True,0
36,0.143,1,False,True,0
60,0.2226,2,False,True,0
36,0.23,0,False,True,0
36,0.25,0,True,True,0
36,0.08,6,True,True,1
60,0.1399,1,True,True,0
36,0.1469,14,False,True,0
36,0.15,0,False,True,0
36,0.1639,9,False,False,0
36,0.11,0,True,True,0
36,0.275,4,False,True,0
36,0.2712,3,True,True,0
36,0.25,0,False,True,0
60,0.1769,1,True,True,0
36,0.0999,14,False,True,0
60,0.0949,1,True,True,0
36,0.2492,19,False,True,0
36,0.2699,7,False,False,2
36,0.14,1,False,True,0
36,0.1249,1,True,True,0
60,0.1655,1,False,True,0
36,0.3199,1,False,False,0
36,0.0999,19,False,True,0
60,0.2124,1,True,True,0
36,0.23,1,False,True,0
36,0.1768,2,True,True,0
36,0.113,1,False,True,0
36,0.3059,1,True,True,0
36,0.3177,15,False,True,0
36,0.2049,11,False,True,0
60,0.1269,1,False,True,0
36,0.3006,1,False,True,0
36,0.17,1,False,False,1
12,0.2499,7,True,True,0
60,0.1219,1,False,True,0
36,0.2121,1,False,True,0
36,0.1224,1,True,True,0
36,0.2599,2,True,True,0
36,0.3099,3,False,True,0
60,0.149,3,True,True,0
36,0.197,19,False,True,0
36,0.264,3,False,True,0
36,0.092,2,True,False,0
36,0.1795,1,False,True,0
12,0.0499,7,True,True,0
36,0.35,4,True,True,0
36,0.1995,1,False,True,1
36,0.1299,1,True,True,0
36,0.07,2,True,True,0
36,0.071,7,True,True,0
36,0.2099,19,False,True,0
36,0.1045,4,False,True,1
36,0.137,1,True,True,0
36,0.2199,7,False,True,0
60,0.1765,1,False,True,0
60,0.149,2,True,True,0
36,0.1899,1,True,True,0
36,0.099,1,True,False,1
36,0.0659,20,True,True,0
12,0.1113,7,False,True,0
36,0.21,1,False,True,0
36,0.25,0,False,True,0
36,0.195,1,False,False,0
36,0.3177,1,True,True,0
60,0.0949,1,True,True,0
36,0.1119,1,False,True,0
36,0.2124,1,True,True,0
36,0.1074,1,True,True,0
36,0.28,20,False,True,0
36,0.2015,1,False,True,0
36,0.15,1,True,True,0
36,0.1025,1,False,True,0
36,0.1039,1,True,True,0
60,0.1845,1,True,True,1
36,0.1621,7,True,True,0
60,0.1474,1,False,True,0
60,0.1239,1,True,True,0
36,0.1585,15,False,True,0
36,0.099,6,False,True,0
36,0.23,2,True,True,0
36,0.2199,1,False,False,0
36,0.23,0,False,True,0
60,0.2209,1,False,True,0
36,0.3099,1,False,False,0
36,0.092,2,True,True,0
36,0.35,3,False,True,0
36,0.0999,1,True,True,0
36,0.1768,1,False,True,0
36,0.2699,1,False,True,0
60,0.176,1,False,True,0
36,0.2492,1,False,True,0
36,0.05,4,True,True,0
36,0.2566,3,False,True,0
36,0.0975,0,True,True,0
60,0.192,2,True,True,0
36,0.1695,1,False,True,0
36,0.2561,7,False,True,0
36,0.1249,2,True,True,0
36,0.3496,1,False,True,0
60,0.2015,1,False,True,0
36,0.2419,1,False,True,0
36,0.1774,1,False,True,0
36,0.1029,7,True,True,0
36,0.092,1,False,True,0
36,0.1399,1,True,False,0
60,0.1819,1,True,True,0
36,0.2124,1,True,True,0
36,0.3195,1,True,True,0
36,0.1799,1,True,True,0
36,0.0805,4,True,False,0
36,0.0769,1,False,True,0
36,0.271,1,True,True,0
36,0.2452,7,True,True,0
36,0.2958,1,False,True,0
36,0.2633,3,False,False,0
36,0.2699,3,True,True,0
36,0.22,1,False,True,0
36,0.173,1,True,True,0
36,0.1774,6,False,True,0
36,0.0974,1,True,True,0
36,0.1054,3,True,True,0
36,0.3177,1,True,True,0
36,0.116,1,True,True,0
36,0.1395,2,True,True,0
36,0.2699,2,False,True,0
36,0.139,1,True,True,0
60,0.0999,1,True,True,0
36,0.2,3,True,True,0
36,0.1864,1,True,True,0
36,0.3177,1,True,True,0
60,0.1305,2,False,True,0
36,0.3177,1,True,True,0
60,0.2432,1,True,True,0
60,0.1765,1,False,True,0
36,0.27,1,False,True,0
60,0.2468,3,True,False,0
60,0.187,1,False,True,0
36,0.2165,0,False,True,0
36,0.1559,7,False,True,0
60,0.184,1,True,True,0
36,0.35,7,True,True,0
36,0.18,0,True,True,0
36,0.2346,1,True,True,0
36,0.1765,3,False,False,0
60,0.1349,1,True,True,0
36,0.29,0,False,True,0
36,0.0699,13,True,True,0
36,0.1679,2,True,True,0
36,0.169,0,False,True,0
36,0.3177,13,True,True,0
36,0.15,0,False,True,0
36,0.3435,7,True,True,0
36,0.348,4,False,True,0
36,0.33,1,True,True,0
60,0.1355,1,True,True,0
60,0.2045,1,True,True,0
36,0.3177,6,True,True,0
36,0.2549,1,False,True,0
12,0.0586,6,True,True,0
36,0.0974,19,False,True,0
36,0.1626,13,False,True,0
60,0.152,1,True,True,0
60,0.2489,3,False,True,0
36,0.1449,19,False,True,0
60,0.1605,1,False,True,0
36,0.18,0,False,True,0
36,0.3177,1,False,True,0
36,0.23,0,True,True,0
60,0.184,1,False,True,0
36,0.0995,3,True,True,0
36,0.0799,1,True,True,0
60,0.2769,2,True,True,0
36,0.2099,14,False,True,0
36,0.2499,1,False,True,0
60,0.0999,7,True,True,0
12,0.082,2,True,True,0
60,0.1239,14,True,True,0
36,0.29,0,True,True,0
36,0.184,1,True,True,0
36,0.06,1,True,True,0
36,0.142,2,True,True,0
36,0.3177,3,True,True,0
36,0.1875,7,False,True,0
36,0.2049,2,False,True,0
36,0.1829,7,False,True,0
36,0.195,1,True,True,0
36,0.1499,3,False,True,0
36,0.1864,3,False,False,0
36,0.1089,1,True,True,0
36,0.125,1,True,True,0
36,0.135,0,True,True,0
36,0.208,1,False,True,0
36,0.1203,1,False,True,0
36,0.1535,7,True,True,0
36,0.1656,7,True,True,0
60,0.2045,1,True,True,0
36,0.1875,1,False,True,0
60,0.1385,1,False,True,0
36,0.185,0,True,True,0
60,0.2498,1,True,True,0
36,0.3199,1,True,True,0
36,0.2,0,False,True,0
36,0.1485,4,False,True,0
60,0.1396,15,False,False,0
36,0.2195,0,False,True,0
36,0.2561,1,False,True,0
36,0.142,1,True,True,0
36,0.13,0,True,True,0
36,0.2786,1,False,False,0
36,0.0769,3,True,False,0
60,0.2024,15,False,True,0
36,0.3127,1,True,True,0
36,0.3499,3,False,True,1
60,0.2179,1,True,True,0
36,0.1685,1,True,True,0
36,0.28,0,False,True,0
36,0.215,1,False,False,0
36,0.0749,3,False,True,0
36,0.1203,1,True,True,0
36,0.2859,1,False,True,0
36,0.0799,3,False,True,0
36,0.128,2,True,True,2
36,0.34,1,False,True,0
36,0.1121,1,True,True,0
36,0.145,0,True,True,0
60,0.2045,1,False,True,0
36,0.2049,1,True,True,0
36,0.1029,6,False,True,0
36,0.155,4,False,True,0
36,0.2511,7,False,True,0
36,0.179,1,True,False,0
36,0.3125,7,False,True,0
36,0.2492,1,False,True,0
36,0.32,7,True,True,0
36,0.3177,1,False,False,0
36,0.1151,14,False,True,0
36,0.155,1,True,True,0
36,0.35,4,False,True,0
60,0.1845,1,False,False,0
36,0.29,0,False,True,0
36,0.1299,1,False,True,0
36,0.2019,1,True,True,0
36,0.1939,11,False,True,0
36,0.0964,1,False,True,0
36,0.25,0,False,True,0
12,0.0565,2,True,True,0
36,0.14,1,True,True,0
36,0.14,1,False,True,0
60,0.2736,2,True,True,0
36,0.35,5,False,True,0
36,0.2599,7,False,False,0
36,0.198,2,True,True,0
60,0.1984,1,False,True,0
36,0.2399,2,False,True,0
36,0.162,1,True,True,0
60,0.1519,1,True,True,0
36,0.3177,13,True,True,0
36,0.17,0,False,True,0
60,0.0961,3,False,True,0
12,0.1863,1,False,False,0
36,0.19,0,True,True,1
36,0.1249,1,False,True,0
36,0.2099,1,True,True,0
60,0.2862,13,False,True,0
36,0.18,1,False,True,0
36,0.0625,1,True,True,0
36,0.091,0,False,True,0
36,0.05,4,True,True,1
36,0.18,1,True,True,0
12,0.0628,2,False,True,0
36,0.35,7,False,True,0
36,0.2121,3,True,True,1
36,0.098,1,True,True,0
36,0.3174,1,False,True,1
36,0.3177,1,True,True,0
36,0.2599,7,True,True,0
36,0.2566,1,False,True,0
36,0.0625,1,True,True,0
60,0.0961,3,False,True,0
36,0.0839,1,False,True,0
60,0.3032,1,True,True,0
60,0.183,1,True,True,0
12,0.0565,1,True,True,0
36,0.0899,12,True,True,0
36,0.24,0,False,True,0
36,0.2375,0,False,True,0
36,0.092,1,True,True,0
36,0.0924,1,True,True,0
60,0.2024,1,False,False,0
36,0.2124,1,False,True,0
36,0.104,1,False,True,0
60,0.1551,1,True,False,0
36,0.1399,1,True,False,0
36,0.124,3,True,True,0
60,0.1819,2,True,True,0
36,0.1074,1,False,True,0
60,0.2235,1,True,True,0
36,0.0649,3,True,True,0
36,0.1679,1,True,True,0
36,0.35,1,True,True,0
36,0.2394,1,False,True,0
36,0.134,1,False,True,1
60,0.1845,2,False,True,0
36,0.1999,0,False,True,0
36,0.28,2,True,True,0
36,0.3177,1,False,True,0
36,0.2015,14,False,True,0
36,0.3177,1,True,True,0
36,0.125,0,True,True,0
60,0.2489,3,False,True,0
36,0.3177,1,False,True,0
36,0.35,1,False,True,0
36,0.185,0,True,True,0
36,0.3176,6,False,True,0
36,0.1045,1,True,True,0
36,0.1395,3,False,True,0
36,0.2199,1,False,True,0
36,0.099,1,True,True,0
60,0.149,7,True,True,0
36,0.2148,1,True,True,0
36,0.2287,7,False,True,0
12,0.0981,15,False,False,0
36,0.2045,14,False,True,0
12,0.0839,2,True,False,0
36,0.1005,0,True,True,0
36,0.0989,0,True,True,0
36,0.1075,1,False,True,0
36,0.2049,1,False,True,0
36,0.3177,7,True,True,0
36,0.2272,1,False,True,0
36,0.2699,1,True,True,0
36,0.0625,1,True,True,1
36,0.3177,7,True,True,0
60,0.1519,1,False,True,0
60,0.2916,7,False,True,0
36,0.23,0,True,True,0
36,0.1765,1,False,True,0
36,0.2049,20,False,True,0
36,0.23,3,True,True,0
36,0.1199,1,True,True,0
36,0.2,0,True,True,0
36,0.1249,1,False,True,0
36,0.3099,7,False,True,0
36,0.26,0,False,True,0
36,0.1025,0,True,True,0
36,0.18,3,True,True,0
36,0.28,1,False,True,0
36,0.2549,1,False,True,0
36,0.3177,7,False,True,0
36,0.1638,0,False,True,0
36,0.2624,1,True,True,0
36,0.14,7,True,True,0
36,0.1459,9,False,True,0
36,0.3177,1,True,False,0
60,0.1655,1,True,True,0
36,0.138,0,False,True,0
36,0.1765,7,False,True,0
36,0.141,0,False,True,0
36,0.2045,1,False,True,0
60,0.2045,1,False,False,0
36,0.29,0,False,True,0
36,0.2786,2,False,True,0
36,0.2786,1,False,True,0
36,0.23,0,False,True,1
36,0.3127,7,False,True,0
36,0.15,0,False,True,0
36,0.2859,15,False,True,0
36,0.069,4,False,True,0
36,0.11,0,False,True,0
36,0.1778,1,True,False,0
60,0.1465,2,True,True,0
36,0.0849,1,True,True,0
36,0.285,7,True,False,0
36,0.2108,1,True,True,0
60,0.1984,1,False,True,1
36,0.1239,1,True,True,0
36,0.3134,1,False,True,0
36,0.33,6,False,True,0
36,0.1355,1,True,True,0
36,0.3134,7,True,True,0
36,0.19,0,False,True,0
36,0.0605,1,False,True,1
36,0.1768,2,True,True,0
36,0.3177,18,True,True,0
36,0.28,0,False,True,0
36,0.09,4,True,True,0
36,0.152,1,True,True,0
36,0.219,1,False,True,0
36,0.2045,20,False,True,0
36,0.231,3,False,True,0
36,0.322,1,False,True,0
60,0.2684,1,True,True,0
36,0.1745,4,True,True,3
36,0.2699,7,False,True,0
60,0.2359,1,False,True,0
36,0.092,2,True,True,0
36,0.1355,1,True,True,0
36,0.17,3,False,True,0
36,0.2625,0,False,True,0
60,0.2432,1,False,True,0
36,0.18,0,True,True,0
60,0.215,18,True,True,0
60,0.1795,1,True,True,0
36,0.07,4,True,True,0
36,0.17,0,False,True,1
36,0.184,14,True,True,0
36,0.1695,1,False,True,0
36,0.1899,3,True,True,0
36,0.061,5,True,True,0
60,0.2379,1,False,True,0
36,0.1621,13,False,False,0
36,0.0964,1,False,True,0
60,0.2081,1,False,True,0
36,0.3177,1,False,True,0
36,0.322,2,True,True,0
36,0.2555,1,True,True,0
36,0.185,6,False,True,0
36,0.1119,1,False,True,0
60,0.1819,1,True,True,0
36,0.1099,1,True,True,0
36,0.29,0,True,True,0
36,0.0769,1,False,True,0
36,0.0899,6,False,True,0
60,0.1049,1,True,True,0
36,0.1699,1,False,True,0
60,0.1486,7,False,True,0
36,0.108,6,False,True,0
36,0.0759,1,False,True,0
36,0.1239,1,False,True,0
36,0.3177,1,True,True,0
60,0.1982,1,True,True,0
36,0.1905,1,True,True,0
36,0.0802,1,True,True,0
36,0.1395,2,False,False,1
36,0.1274,1,False,True,0
60,0.1396,14,True,True,0
36,0.0879,1,False,True,0
36,0.3177,1,False,True,0
36,0.2,1,False,True,2
36,0.075,4,True,True,0
36,0.166,1,False,True,0
36,0.0809,1,False,True,0
36,0.0615,3,True,True,0
60,0.1765,7,False,False,0
60,0.0955,3,True,True,0
36,0.1899,1,True,True,0
36,0.1151,9,True,True,0
36,0.3099,7,True,True,0
36,0.12,0,True,True,0
12,0.1656,13,False,False,0
60,0.1551,2,True,True,0
36,0.231,1,False,True,0
36,0.1029,7,False,True,0
36,0.2499,6,True,True,0
36,0.1679,1,False,True,0
60,0.1334,15,True,True,0
36,0.0999,1,True,True,0
36,0.3058,15,False,True,0
36,0.3199,1,True,True,0
36,0.1399,1,False,False,0
36,0.1385,7,False,True,0
36,0.111,1,True,True,0
60,0.1329,3,False,True,0
36,0.2148,13,True,True,0
36,0.28,0,True,True,0
36,0.1675,7,True,True,0
36,0.088,4,False,True,0
36,0.1738,7,False,True,0
36,0.2958,19,False,True,0
60,0.201,1,True,True,0
36,0.11,0,False,True,0
36,0.198,1,False,True,1
60,0.1585,1,True,True,0
36,0.21,0,True,True,0
36,0.1395,0,False,True,1
60,0.2181,6,True,True,0
60,0.2225,1,True,True,0
36,0.134,1,False,True,0
36,0.2625,7,True,True,0
36,0.275,1,False,True,0
36,0.3199,1,True,True,0
36,0.1249,7,False,False,0
36,0.2452,7,False,True,0
36,0.1998,0,False,True,0
36,0.115,1,True,True,0
60,0.1465,6,False,True,0
36,0.25,1,False,True,0
36,0.3099,1,False,True,0
36,0.1314,1,True,True,0
60,0.1984,7,True,True,0
36,0.1799,2,False,True,0
36,0.0769,1,True,False,0
36,0.25,0,True,True,0
36,0.1355,1,False,True,0
36,0.176,1,True,True,0
60,0.1769,1,True,True,0
36,0.125,0,True,False,0
36,0.22,0,False,True,0
36,0.1874,7,False,True,0
60,0.1765,1,True,True,0
36,0.3435,1,False,True,0
36,0.264,1,True,True,0
36,0.12,0,False,True,0
36,0.1189,1,False,True,0
36,0.3177,1,False,False,0
36,0.0629,1,False,True,0
36,0.1264,1,True,True,0
36,0.1599,2,True,True,0
36,0.142,1,True,False,0
36,0.21,7,False,True,0
36,0.2019,6,False,True,0
36,0.285,1,False,True,0
36,0.3199,3,True,False,0
36,0.2958,2,True,True,0
60,0.1725,1,True,True,0
36,0.2769,1,False,True,0
36,0.1875,1,False,True,0
60,0.3304,7,False,True,0
36,0.222,0,False,True,0
36,0.15,1,False,True,0
60,0.1169,3,True,False,0
36,0.1901,1,True,True,0
36,0.0974,1,True,True,0
36,0.093,1,True,False,0
36,0.1664,1,False,True,0
36,0.2155,1,False,True,0
36,0.275,7,False,True,0
36,0.09,0,True,True,0
36,0.35,5,True,True,0
36,0.2,0,False,True,0
36,0.093,7,True,True,0
36,0.1385,1,True,True,0
36,0.175,0,False,True,0
36,0.2049,1,True,True,0
60,0.0999,1,True,True,0
60,0.1819,1,True,True,0
60,0.2862,15,False,True,0
60,0.2849,1,True,True,0
36,0.2599,7,False,True,0
36,0.1679,1,False,True,0
60,0.2379,1,True,True,0
36,0.35,3,False,False,1
60,0.1845,18,True,True,0
60,0.2235,1,True,True,0
36,0.18,0,True,True,0
36,0.1414,13,False,True,0
36,0.35,3,False,True,0
36,0.1314,1,False,True,0
60,0.2304,1,True,False,0
36,0.2346,13,True,True,0
36,0.2045,1,False,True,0
36,0.0769,1,False,True,0
36,0.2199,7,False,True,0
36,0.3199,1,False,True,0
60,0.1519,1,False,True,0
36,0.2,0,False,True,0
36,0.2272,2,False,True,0
36,0.3134,1,False,True,0
36,0.1414,15,True,True,0
60,0.1485,1,True,True,0
36,0.1129,7,False,True,0
36,0.1535,0,False,True,0
60,0.2997,2,True,True,0
36,0.2859,1,True,True,0
36,0.1314,1,True,False,0
36,0.099,1,False,True,0
36,0.197,1,True,True,0
60,0.149,3,False,True,0
60,0.2045,1,False,True,0
36,0.2469,3,True,True,0
36,0.1679,1,False,True,0
60,0.2181,2,True,True,0
60,0.222,1,True,True,0
36,0.217,1,True,True,0
36,0.1203,1,False,True,0
36,0.1274,3,False,False,0
36,0.215,1,False,True,0
60,0.176,1,True,True,0
36,0.087,4,True,True,0
60,0.1173,1,True,True,0
60,0.1076,1,True,True,0
60,0.2432,1,False,True,0
36,0.2699,1,True,True,0
36,0.099,1,False,True,0
36,0.187,1,True,True,0
36,0.3099,3,False,True,0
60,0.1049,3,True,True,0
36,0.094,7,False,True,0
